chrom,start,end,symbol,distance_to_TSS
chr17,77564809,77565561,STRA13,8897
chr17,77599702,77600146,RFNG,3014
chr17,77654946,77656052,FASN,6105
chr17,77665243,77665297,FASN,15876
chr17,77665299,77665767,FASN,16139
chr17,77786065,77786667,SLC16A3,6785
chr17,78069932,78070515,FOXK2,659
chr17,78073228,78073848,FOXK2,2656
chr17,78162403,78163215,AC124283.11,7794
chr17,78164803,78165547,AC124283.11,10160
chr17,78165549,78165934,AC124283.11,10726
chr17,78170181,78170966,AC124283.11,15558
chr17,78172193,78173119,AC124283.11,17641
chr17,78200468,78201100,WDR45L,1273
chr17,78436809,78437893,ZNF750,46132
chr17,78440095,78440701,ZNF750,49179
chr17,78440703,78441052,ZNF750,49658
chr17,78441054,78441166,ZNF750,49891
chr17,78583024,78583435,B3GNTL1,19745
chr17,78583678,78584022,B3GNTL1,19124
chr17,78615883,78616309,B3GNTL1,13122
chr17,78618533,78619654,METRNL,11762
chr17,78623121,78623808,METRNL,7391
chr17,78627330,78627905,METRNL,3238
chr18,96452,96594,AP001005.6-2,2541
chr18,96920,97271,AP001005.6-2,1969
chr18,97273,97562,AP001005.6-2,1647
chr18,99804,99948,AP001005.6-2,812
chr18,99950,100090,AP001005.6-2,956
chr18,101508,102063,AP001005.6-2,2721
chr18,489230,490012,COLEC12,1067
chr18,829409,830072,YES1,27414
chr18,2884369,2884698,EMILIN2,47506
chr18,2884726,2885133,EMILIN2,47902
chr18,3044211,3044825,LPIN2,42574
chr18,3220968,3221415,MYOM1,11086
chr18,3226395,3227324,MYL12A,10668
chr18,3236162,3236567,MYL12A,1163
chr18,3237228,3237289,MYL12A,269
chr18,3237291,3237500,MYL12A,132
chr18,3237768,3238053,MYL12A,383
chr18,3374832,3375355,TGIF,26978
chr18,3437851,3438193,AP001025.6,32901
chr18,9495838,9496531,AP005432.2,12026
chr18,9603691,9604043,PPP4R1,738
chr18,9747473,9747951,RAB31,17161
chr18,9747953,9748032,RAB31,16881
chr18,9748034,9748444,RAB31,16634
chr18,9753783,9754407,RAB31,10778
chr18,9775327,9775898,RAB31,10739
chr18,9793811,9794646,SRP_euk_arch,26395
chr18,9798599,9799013,SRP_euk_arch,21817
chr18,10883031,10883645,C18orf58,21926
chr18,11973449,11974151,IMPA2,2346
chr18,12731375,12732063,Y_RNA,18996
chr18,12845949,12846364,PTPN2,28177
chr18,12937961,12938733,SEH1L,365
chr18,13243709,13244076,C18orf1,35098
chr18,17238180,17238894,SNORD23,46177
chr18,17947299,17948163,U6atac,16956
chr18,18088239,18088832,AC027449.6,6003
chr18,18088834,18089275,AC027449.6,5484
chr18,18870636,18871569,AC106033.4-2,12545
chr18,19235584,19235971,C18orf45,36145
chr18,19419525,19420026,NPC1,692
chr18,19437783,19438622,AC010853.11-1,7469
chr18,19461274,19461913,AC010853.11-1,15922
chr18,19463133,19464166,AC010853.11-1,17978
chr18,19527578,19528333,LAMA3,4396
chr18,19556685,19557393,AC067796.11,12791
chr18,19885013,19885654,AC010754.10,36952
chr18,19885656,19885718,AC010754.10,37306
chr18,19885720,19885844,AC010754.10,37401
chr18,19988516,19989126,5S_rRNA,15763
chr18,22409414,22409953,AC090206.7,23684
chr18,28603738,28604491,KLHL14,2857
chr18,31708043,31708997,hsa-mir-187,30366
chr18,31933047,31933887,SLC39A6,29887
chr18,40563651,40564507,SETBP1,49219
chr18,41399171,41400133,SLC14A2,49127
chr18,41461135,41461550,SLC14A2,12563
chr18,41462631,41463736,SLC14A2,14404
chr18,41627271,41627622,SIGLEC15,32096
chr18,41627624,41628029,SIGLEC15,31716
chr18,41636601,41637158,SIGLEC15,22663
chr18,41692829,41693215,SIGLEC15,33480
chr18,41888945,41889601,PSTPIP2,16950
chr18,41937026,41937498,ATP5A1,934
chr18,41947669,41948379,U6,7660
chr18,42388908,42389599,LOXHD1,46370
chr18,42455628,42456119,LOXHD1,20250
chr18,43808858,43809659,ZBTB7C,12233
chr18,43904141,43905077,U6,45649
chr18,43907093,43907572,U6,42926
chr18,44233894,44234320,5S_rRNA,21861
chr18,44234487,44234956,5S_rRNA,21247
chr18,44322949,44323485,KIAA0427,3793
chr18,44328574,44329156,KIAA0427,9441
chr18,44754697,44755553,SMAD7,24047
chr18,44763213,44764045,SMAD7,32551
chr18,44764298,44764929,SMAD7,33535
chr18,44771074,44771149,SMAD7,40033
chr18,44771986,44772010,SMAD7,40920
chr18,44772012,44772190,SMAD7,41023
chr18,44772192,44772254,SMAD7,41145
chr18,44772256,44772874,SMAD7,41487
chr18,44777303,44777809,SMAD7,46478
chr18,45249399,45249944,DYM,8595
chr18,45975618,45975974,MYO5B,415
chr18,46154936,46155494,C18orf24,174
chr18,46568574,46568924,MRO,37002
chr18,52956942,52957312,AC100775.3,8243
chr18,52959746,52960435,AC100775.3,5280
chr18,53060595,53061286,U6,41996
chr18,53068484,53069003,U6,34193
chr18,53255423,53256144,ONECUT2,1869
chr18,53399388,53400226,FECH,5180
chr18,53546242,53547014,ATP8B1,3408
chr18,53611898,53612549,U6,38600
chr18,53612551,53613089,U6,39197
chr18,53617279,53617747,AC022724.8-1,39192
chr18,54223733,54224445,hsa-mir-122,45196
chr18,55014518,55015136,GRP,23552
chr18,55801798,55802556,AC090377.15-2,11052
chr18,55871948,55872904,AC090377.15-5,35590
chr18,57740757,57741638,RNF152,29226
chr18,58175693,58176512,Y_RNA,27078
chr18,58254715,58255226,AC100843.2-1,7513
chr18,58344419,58344840,ZCCHC2,2155
chr18,59136367,59136898,BCL2,1708
chr18,59185793,59186401,FVT1,612
chr18,70060841,70061418,SRP_euk_arch,15409
chr18,70365028,70365749,CNDP1,12717
chr18,72698509,72698578,ZNF236,33440
chr18,72698580,72699108,ZNF236,33741
chr18,74923568,74924350,ATP9B,6425
chr18,74924358,74924779,ATP9B,5816
chr19,363737,364479,FAM148C,3964
chr19,405667,406593,AC006124.2,1997
chr19,521835,522343,BSG,235
chr19,678077,678985,PALM,18584
chr19,1121242,1121858,SBNO2,3708
chr19,1132150,1133370,SBNO2,7502
chr19,1134912,1135063,SBNO2,9729
chr19,1135065,1135429,SBNO2,9989
chr19,1135812,1136360,SBNO2,10828
chr19,1136593,1137170,SBNO2,11623
chr19,1158978,1159757,STK11,2570
chr19,1204301,1205075,MIDN,5137
chr19,1205465,1206043,MIDN,6203
chr19,1344972,1345604,AC005329.1,4756
chr19,1463928,1464885,ADAMTSL5,388
chr19,1733455,1734093,ONECUT3,29113
chr19,1821986,1822792,KLF16,7826
chr19,1858754,1859276,ADAT3,2599
chr19,2105294,2106007,AP3D1,3095
chr19,2119712,2120228,DOT1L,4823
chr19,2440286,2440734,GADD45B,13376
chr19,2467648,2468529,AC005512.1-3,7852
chr19,2471123,2471601,AC005512.1-3,4578
chr19,2475826,2476457,AC005512.1-3,201
chr19,2479821,2480521,AC005512.1-3,4231
chr19,2480523,2481044,AC005512.1-3,4843
chr19,2486315,2487363,AC104537.2,2268
chr19,2527171,2527852,GNG7,21326
chr19,2529793,2531058,GNG7,24240
chr19,2539278,2539900,GNG7,33404
chr19,2615394,2616070,AC005512.1-2,38013
chr19,2621039,2621926,AC005512.1-2,32263
chr19,2905133,2905891,ZNF77,9582
chr19,3335971,3336345,NFIC,25543
chr19,3557346,3557796,TBXA2R,86
chr19,3610549,3611029,C19orf29,32977
chr19,3664019,3664336,TJP3,8557
chr19,3664338,3664371,TJP3,8380
chr19,3664373,3664944,TJP3,8076
chr19,3682237,3683138,TJP3,9953
chr19,3687190,3687971,TJP3,14846
chr19,3687973,3688722,TJP3,15613
chr19,3688730,3689082,TJP3,16172
chr19,3689084,3689762,TJP3,16689
chr19,3993789,3994535,AC016586.9,667
chr19,4012876,4013322,ZBTB7A,4716
chr19,4197783,4198098,CCDC94,146
chr19,4198100,4198296,CCDC94,112
chr19,4302208,4303046,MPND,8072
chr19,4487664,4488427,AC011498.7-3,1838
chr19,4491009,4491458,LRG1,142
chr19,4666783,4666959,DPP9,8003
chr19,4666961,4667225,DPP9,7781
chr19,4865816,4866521,UHRF1,5659
chr19,4921704,4922304,JMJD2B,1873
chr19,4922729,4923231,JMJD2B,2849
chr19,4927183,4927886,JMJD2B,7403
chr19,4942597,4943026,JMJD2B,22680
chr19,4943056,4943598,JMJD2B,23196
chr19,5265073,5265583,PTPRS,26485
chr19,5523434,5524070,AC011533.6,4196
chr19,5823298,5823864,FUT3,21097
chr19,6632625,6633417,TNFSF14,11423
chr19,7205607,7206076,INSR,39169
chr19,7218995,7219586,INSR,25720
chr19,7369456,7370069,ARHGEF18,17897
chr19,7374975,7375545,ARHGEF18,23395
chr19,7385497,7386251,ARHGEF18,34009
chr19,7392575,7393407,ARHGEF18,41126
chr19,7500513,7501056,PNPLA6,4258
chr19,7590608,7590873,XAB2,9698
chr19,7590875,7590893,XAB2,9554
chr19,7590895,7591458,XAB2,9262
chr19,7606679,7607036,STXBP2,1152
chr19,7719454,7720463,CD209,1539
chr19,7750528,7751103,CLEC4GP1,8931
chr19,7875033,7875562,MAP2K7,533
chr19,7892645,7893228,SNAPC2,1708
chr19,8294642,8295230,NDUFA7,2657
chr19,9817843,9818355,PIN1,11101
chr19,9818357,9818869,PIN1,11615
chr19,9818871,9819138,PIN1,12006
chr19,10156380,10156587,DNMT1,10327
chr19,10156589,10156682,DNMT1,10175
chr19,10203180,10203557,S1PR2,421
chr19,10267388,10267733,ICAM5,5906
chr19,10267735,10268010,ICAM5,6218
chr19,10306100,10306168,RAVER1,821
chr19,10306170,10306436,RAVER1,990
chr19,10325726,10326520,ICAM3,14780
chr19,10457338,10457981,KEAP1,17394
chr19,10458331,10458893,KEAP1,16441
chr19,10473366,10474047,KEAP1,1347
chr19,10474366,10474918,KEAP1,411
chr19,10620113,10620876,AC011475.6,3609
chr19,10702503,10703268,hsa-mir-638,12806
chr19,10835106,10835516,CARM1,7941
chr19,10996017,10996504,SRP_euk_arch,12877
chr19,11085760,11086283,LDLR,24890
chr19,11315864,11316450,AC024575.6-1,199
chr19,11372513,11372864,Y_RNA,7759
chr19,11391985,11392534,RGL3,1254
chr19,11448557,11449210,ELAVL3,3919
chr19,11500640,11501292,ECSIT,15
chr19,11707263,11707830,ZNF823,3213
chr19,11709607,11710223,ZNF823,844
chr19,12265464,12266131,ZNF44,839
chr19,12520838,12521485,ZNF564,2165
chr19,12836561,12836995,DNASE2,16556
chr19,12880258,12880537,SYCE2,10673
chr19,12880539,12880841,SYCE2,10380
chr19,13807348,13808114,hsa-mir-24-2,441
chr19,13815486,13816007,AC020916.8-1,3826
chr19,14090744,14091237,PRKACA,1432
chr19,14091239,14091932,PRKACA,2027
chr19,14099697,14100351,ASF1B,8415
chr19,14528363,14529228,NDUFB7,15090
chr19,14608281,14608985,AC135052.2,22750
chr19,14815962,14816683,OR7A10,2634
chr19,15451201,15451921,PGLYRP2,101
chr19,15451923,15452508,PGLYRP2,553
chr19,15457547,15458292,PGLYRP2,6257
chr19,15459980,15461016,PGLYRP2,8836
chr19,15534741,15535143,CYP4F22,37799
chr19,15535145,15535200,CYP4F22,38029
chr19,15535202,15535265,CYP4F22,38090
chr19,15565384,15565997,CYP4F8,21338
chr19,15612046,15612298,CYP4F3,534
chr19,15612300,15612504,CYP4F3,304
chr19,15800343,15801044,AC004510.1,63
chr19,15801838,15802820,AC004510.1,1573
chr19,15873880,15874894,CYP4F2,4503
chr19,15906778,15907569,CYP4F11,498
chr19,15947388,15948124,HSH2D,9291
chr19,15949653,15950317,HSH2D,11520
chr19,15975378,15976040,AC004790.1,11734
chr19,16005785,16006466,AC114273.2,562
chr19,16053882,16054327,TPM4,14757
chr19,16065157,16066155,RAB8A,17833
chr19,16115026,16115799,CIB3,29923
chr19,16182087,16182739,AP1M1,12683
chr19,16397734,16398539,AC020917.4-1,27367
chr19,16528176,16528813,CHERP,14232
chr19,16541543,16541967,SLC35E1,2437
chr19,16541969,16542167,SLC35E1,2124
chr19,16553915,16554343,SLC35E1,9937
chr19,16600976,16601535,MED26,1241
chr19,16792821,16793336,SIN3B,8139
chr19,16793338,16793838,SIN3B,7629
chr19,16794902,16795464,SIN3B,6034
chr19,16796422,16796970,SIN3B,4521
chr19,17211719,17212337,NR2F6,5122
chr19,17220180,17220832,NR2F6,3356
chr19,17267988,17268729,ABHD8,6923
chr19,17312633,17313291,GTPBP3,3584
chr19,17459294,17459999,SLC27A1,17347
chr19,17763061,17763607,B3GNT3,3584
chr19,18001471,18002389,ARRDC2,28987
chr19,18076355,18077073,MAST3,7112
chr19,18102123,18102802,PIK3R2,22553
chr19,18194044,18194831,RAB3A,18599
chr19,18253507,18253936,JUND,428
chr19,18265195,18265581,JUND,12095
chr19,18351790,18352536,GDF15,5804
chr19,18418374,18419541,ISYNA1,9015
chr19,18420073,18420778,ISYNA1,10483
chr19,18456389,18457173,ELL,37136
chr19,18458112,18458681,ELL,35521
chr19,18460043,18460342,ELL,33725
chr19,18667627,18668281,CRTC1,12530
chr19,18741883,18742359,COMP,20992
chr19,18804018,18805290,UPF1,911
chr19,18822759,18823042,UPF1,19157
chr19,18858514,18859366,AC005197.1-1,4790
chr19,18971114,18972070,SFRS14,33775
chr19,19023510,19024206,SLC25A42,11949
chr19,19030701,19031884,SLC25A42,4515
chr19,19032476,19033246,SLC25A42,2946
chr19,19034806,19035748,SLC25A42,530
chr19,19349753,19350305,GATAD2A,49306
chr19,19518424,19518793,CILP2,8535
chr19,19518795,19519186,CILP2,8917
chr19,19521611,19522202,CILP2,11833
chr19,19567232,19567714,PBX4,23251
chr19,19600683,19601255,LPAR2,952
chr19,19606671,19607137,LPAR2,6887
chr19,19712432,19713150,ZNF14,7871
chr19,21470825,21471582,ZNF429,9073
chr19,21852184,21852779,ZNF43,25812
chr19,21866464,21867072,ZNF43,40099
chr19,23071622,23072084,ZNF730,19763
chr19,23283128,23283198,AC092329.3-1,45888
chr19,23283200,23283684,AC092329.3-1,46167
chr19,23374871,23375920,ZNF91,5287
chr19,23376978,23377389,ZNF91,7075
chr19,23379349,23380174,ZNF91,9653
chr19,23432977,23433289,ZNF725,47516
chr19,23498974,23499635,ZNF725,18655
chr19,23518198,23518835,ZNF725,37867
chr19,23518985,23519168,ZNF725,38427
chr19,23519170,23519230,ZNF725,38551
chr19,23519232,23519826,ZNF725,38880
chr19,23792061,23792957,RPSAP8,9216
chr19,23797197,23798030,RPSAP8,4112
chr19,23798632,23799222,RPSAP8,2798
chr19,24028323,24029270,ZNF254,33019
chr19,34664989,34665669,VSTM2B,44001
chr19,34666416,34667093,VSTM2B,42576
chr19,34853986,34854669,PLEKHF1,6525
chr19,35111512,35112109,C19orf2,5420
chr19,36483776,36484623,TSHZ3,48071
chr19,37001389,37002405,U6,31900
chr19,37382976,37383574,5S_rRNA,43553
chr19,38711465,38711807,PEPD,6996
chr19,38724625,38725064,PEPD,20204
chr19,38862224,38862622,CHST8,4850
chr19,38898241,38898989,CHST8,31342
chr19,38908477,38908810,CHST8,41370
chr19,38990293,38991080,KCTD15,11080
chr19,39061337,39062071,AC008556.5-1,48665
chr19,39062324,39063041,AC008556.5-1,47687
chr19,39063043,39063748,AC008556.5-1,46974
chr19,39268007,39268820,AC016587.9,7641
chr19,39827501,39828143,ZNF302,37690
chr19,39828145,39828399,ZNF302,37240
chr19,39847852,39848750,ZNF302,17211
chr19,39859975,39860391,ZNF302,5329
chr19,40183022,40183638,GRAMD1A,245
chr19,40189253,40189748,GRAMD1A,6415
chr19,40223660,40223939,HPN,550
chr19,40223941,40224294,HPN,868
chr19,40397596,40398260,FAM187B,13543
chr19,40454217,40454654,USF2,2700
chr19,40492192,40492898,MAG,17678
chr19,40492900,40493367,MAG,18266
chr19,40493369,40493572,CD22,18448
chr19,40496392,40497224,CD22,15110
chr19,40498680,40499119,CD22,13019
chr19,40501674,40502349,CD22,9907
chr19,40516827,40517274,CD22,5132
chr19,40518573,40519670,CD22,7203
chr19,40681058,40681663,KRTDAP,8165
chr19,40735891,40736314,TMEM147,7731
chr19,40736740,40737368,TMEM147,8683
chr19,40752018,40752779,AD000090.1,5947
chr19,41028197,41028730,NPHS1,6115
chr19,41132969,41133443,LRFN3,13617
chr19,41429228,41430187,ZNF146,31833
chr19,41755824,41756419,ZNF529,92
chr19,43052058,43052708,WDR87,36773
chr19,43240256,43240869,AC011465.4,4118
chr19,43240871,43240928,AC011465.4,4455
chr19,43378670,43379485,AC011479.7-1,3636
chr19,43481260,43481647,Y_RNA,4430
chr19,43481649,43482275,C19orf33,4681
chr19,43483423,43483822,C19orf33,3021
chr19,43503987,43504852,KCNK6,2098
chr19,43863950,43864371,ACTN4,33994
chr19,43866076,43866586,ACTN4,36165
chr19,43866651,43867034,ACTN4,36676
chr19,43890275,43890677,CAPN12,36477
chr19,43896869,43897475,CAPN12,29781
chr19,43914229,43915102,CAPN12,12288
chr19,43918590,43919553,CAPN12,7882
chr19,44253473,44254163,AC011443.6,12966
chr19,44293890,44294603,PAK4,14013
chr19,44294896,44295393,PAK4,13115
chr19,44312854,44313315,PAK4,4825
chr19,44316626,44317497,PAK4,8802
chr19,44333206,44333923,PAK4,25305
chr19,44349869,44350206,NCCRP1,29403
chr19,44370135,44370335,NCCRP1,9205
chr19,44370337,44370536,NCCRP1,9004
chr19,44550427,44551132,AC005239.1-1,850
chr19,44553187,44553939,SRP_euk_arch,1931
chr19,44591852,44592400,ZFP36,2834
chr19,45424445,45425011,CNTD2,325
chr19,45447507,45448181,CNTD2,23441
chr19,45519520,45520032,Y_RNA,17134
chr19,45521529,45521946,Y_RNA,15173
chr19,45663777,45664478,BLVRB,611
chr19,45677730,45678465,SPTBN4,13132
chr19,45681922,45682691,SPTBN4,17341
chr19,46095569,46096545,AC008537.5-1,7487
chr19,46119333,46119888,CYP2B7P1,2399
chr19,46249605,46250524,CYP2G1P,7015
chr19,47132534,47133187,RABAC1,22459
chr19,47608088,47608472,LIPE,15137
chr19,48460700,48461322,PSG9,4510
chr19,48461763,48462402,PSG9,3439
chr19,48791095,48791848,IRGQ,44
chr19,48981027,48981596,KCNN4,4063
chr19,49770109,49770467,AC138472.4,4639
chr19,49770469,49771061,AC138472.4,5116
chr19,49890845,49891511,CEACAM16,3153
chr19,49913181,49914185,CEACAM16,19352
chr19,49932714,49933257,BCL3,10658
chr19,49936947,49937719,BCL3,6310
chr19,50066953,50067689,TOMM40,19012
chr19,50517389,50517858,CKM,350
chr19,50598627,50599593,PPP1R13L,1025
chr19,50718976,50719467,VASP,16694
chr19,50912546,50913043,FBXO46,5862
chr19,50976722,50977353,DMPK,617
chr19,51073110,51073622,IRF2BP1,7505
chr19,51388027,51388716,IGFL1,36477
chr19,51686857,51687548,PNMAL2,2478
chr19,51966089,51966417,SLC1A5,17437
chr19,51979831,51980653,SLC1A5,3448
chr19,52098431,52099095,GRLF1,15009
chr19,52232397,52232819,TMEM160,11113
chr19,52253663,52254545,TMEM160,10383
chr19,52276187,52276889,ZC3H4,32310
chr19,52290869,52291996,ZC3H4,17416
chr19,52531872,52532363,GPR77,3762
chr19,52573000,52573524,DHX34,28877
chr19,52805806,52806584,SRP_euk_arch,30104
chr19,52843055,52844071,GLTSCR1,30467
chr19,53257545,53258398,AC010458.6,11394
chr19,53505362,53505966,CCDC114,11332
chr19,53558782,53559356,TMEM143,61
chr19,53640724,53641234,GRWD1,106
chr19,53748625,53749392,SULT2B1,1768
chr19,53749789,53750351,SULT2B1,2830
chr19,53764403,53765055,hsa-mir-220c,9307
chr19,53808256,53809496,FAM83E,371
chr19,53903847,53904463,AC008888.7-1,9944
chr19,54765272,54765734,Y_RNA,3763
chr19,54765736,54766241,Y_RNA,4248
chr19,54835758,54835896,RRAS,616
chr19,54835898,54835948,RRAS,712
chr19,54835950,54836252,RRAS,890
chr19,55601340,55602022,SPIB,12328
chr19,55873312,55874059,SYT3,10220
chr19,55874061,55875097,SYT3,11114
chr19,55916253,55917202,CLEC11A,1689
chr19,56239177,56239932,KLK12,9595
chr19,56288043,56288630,KLK14,9023
chr19,56346551,56346935,SIGLEC7,9374
chr19,56746017,56746657,SIGLEC6,19416
chr19,56851709,56852579,SIGLEC14,10261
chr19,56999626,57000578,FPR3,9875
chr19,57002492,57003056,FPR3,12547
chr19,58807654,58808249,AC011487.5-3,9387
chr19,59291960,59292740,OSCAR,5461
chr19,59352508,59353167,LENG1,2420
chr19,59450922,59451481,LILRB5,1777
chr19,59692308,59692673,LAIR2,13334
chr19,59692675,59692864,LAIR2,13055
chr19,59717985,59718680,AC008746.9,6385
chr19,60410487,60411062,PTPRH,1879
chr19,62537371,62538187,ZNF543,14091
chr19,63001660,63002363,ZNF552,16081
chr19,63002365,63003001,ZNF552,15409
chr19,63017196,63017704,ZNF552,642
chr19,63054987,63055502,ZNF587,2164
chr19,63089110,63090001,AC010326.7-2,2626
chr19,63137681,63138176,ZNF418,623
chr19,63581363,63582112,ZNF837,8687
chr19,63721302,63721781,ZBTB45,1191
chr19,63789637,63790305,AC016629.7-2,11331
chr2,250866,251299,SH3YL1,3727
chr2,295964,296368,FAM150B,17871
chr2,618861,619547,TMEM18,48234
chr2,888249,888940,SNTG2,47957
chr2,891142,891568,SNTG2,45196
chr2,1757940,1758703,PXDN,31024
chr2,3698613,3699532,AC010907.6,15373
chr2,6975397,6975887,RNF144A,669
chr2,7191694,7192268,7SK,7143
chr2,7806537,7806809,AC092580.1,11997
chr2,7806811,7807278,AC092580.1,12368
chr2,9225561,9226232,ASAP2,38448
chr2,9863450,9864381,TAF1B,26971
chr2,9865456,9865816,TAF1B,25250
chr2,9865818,9865946,TAF1B,25004
chr2,9866473,9867167,TAF1B,24066
chr2,9870138,9870574,TAF1B,20530
chr2,10009278,10009732,GRHL1,8249
chr2,10078930,10079867,AC010969.11,15790
chr2,10248357,10249281,SNORA2,36036
chr2,10353572,10354065,SNORA51,62
chr2,10544766,10545204,AC007249.3,33540
chr2,10548234,10548866,AC007249.3,37105
chr2,10815079,10815677,ATP6V1C2,36153
chr2,11179945,11180480,AC062028.6,9540
chr2,11551956,11552614,5S_rRNA,22688
chr2,11560994,11561636,5S_rRNA,13658
chr2,11569940,11570793,5S_rRNA,4607
chr2,11573101,11573910,5S_rRNA,1468
chr2,11581838,11582564,5S_rRNA,7228
chr2,11589542,11590833,AC110754.4,1505
chr2,11608583,11609227,AC011994.10-1,372
chr2,11675376,11676115,AC011994.10-2,33396
chr2,11760065,11760833,LPIN1,21479
chr2,11800349,11800806,LPIN1,18649
chr2,13170621,13171260,AC093912.2,33680
chr2,14327453,14328201,AC017088.8,4472
chr2,15990292,15991119,MYCN,7428
chr2,16550970,16551626,AC104623.4-1,36638
chr2,16675384,16676254,FAM49A,34760
chr2,16676256,16676871,FAM49A,34016
chr2,20019036,20019798,WDR35,33955
chr2,20163562,20164272,LAPTM4A,48992
chr2,20177189,20177732,AC098828.3,41844
chr2,20196549,20197132,AC098828.3,22464
chr2,20247814,20248299,U6,9010
chr2,20275917,20276390,SDC1,12521
chr2,20414706,20415303,PUM2,1061
chr2,20438181,20438947,PUM2,24621
chr2,20441999,20442481,5S_rRNA,22719
chr2,20444561,20445057,5S_rRNA,20150
chr2,20532426,20532702,Y_RNA,11521
chr2,20537178,20538058,Y_RNA,6467
chr2,20538084,20538757,Y_RNA,5665
chr2,20646779,20647429,AC012065.5,22790
chr2,20681137,20681853,AC012065.5,11601
chr2,24160561,24161096,TP53I3,403
chr2,24567065,24568165,NCOA1,689
chr2,24948499,24948954,ADCY3,46832
chr2,25155457,25155746,AC013267.4,2460
chr2,25521689,25522254,AC104699.2,30453
chr2,26088490,26088989,AC013449.1,17573
chr2,26089007,26089655,AC013449.1,18165
chr2,26274224,26274933,FAM59B,25115
chr2,26444440,26445015,GPR113,21539
chr2,26755298,26756022,AC015977.5,779
chr2,26758635,26759267,AC015977.5,4070
chr2,26798155,26798929,KCNK3,29420
chr2,26834360,26834791,C2orf18,6070
chr2,26834968,26835392,C2orf18,5465
chr2,26848843,26849243,C2orf18,8398
chr2,26849245,26849268,C2orf18,8611
chr2,26849270,26849308,C2orf18,8644
chr2,26849310,26849960,C2orf18,8990
chr2,27173067,27173349,KHK,10094
chr2,27319578,27320052,SLC30A3,19815
chr2,27782752,27783534,AC074091.13,8959
chr2,28423330,28423926,FOSL2,45544
chr2,28432032,28432370,FOSL2,36971
chr2,28437381,28437875,FOSL2,31544
chr2,28453493,28454040,FOSL2,15406
chr2,28454101,28454171,FOSL2,15036
chr2,28454173,28454224,FOSL2,14974
chr2,33024645,33025360,LTBP1,540
chr2,33147715,33148390,AL133244.1,6369
chr2,33148428,33148770,AL133244.1,6916
chr2,33148772,33149271,AL133244.1,7338
chr2,33151288,33152099,AL133244.1,10010
chr2,33164817,33165475,AL133244.1,23463
chr2,33448225,33449049,AC019127.10-1,37169
chr2,38156585,38157343,CYP1B1,169
chr2,38157345,38157571,CYP1B1,663
chr2,38157611,38158001,CYP1B1,1011
chr2,38176878,38177406,CYP1B1,20347
chr2,38331999,38332697,RPL7P12,20135
chr2,38345683,38346054,AC016995.7,20187
chr2,38976721,38977375,AC019171.3,6524
chr2,38986465,38987084,AC019171.3,16250
chr2,39257436,39258026,Y_RNA,48160
chr2,39260729,39261592,CDKL4,49016
chr2,39262051,39262395,CDKL4,47953
chr2,39264073,39264835,CDKL4,45722
chr2,39488902,39489339,MAP4K3,28676
chr2,41222924,41223559,AC009223.1,14000
chr2,41854952,41855253,LDHAL3,45264
chr2,41973363,41973743,AC104654.3,869
chr2,42088771,42089372,SGK493,39592
chr2,42116592,42117152,SGK493,11791
chr2,42423112,42423672,COX7A2L,26261
chr2,42446708,42447410,COX7A2L,2594
chr2,42583815,42584445,MTA3,8918
chr2,42641634,42642245,AC025750.7,28530
chr2,42752296,42752796,AC074375.1,8185
chr2,42752798,42753276,AC074375.1,7694
chr2,42854712,42855354,OXER1,10129
chr2,42865219,42866232,HAAO,7519
chr2,42868103,42868202,HAAO,5092
chr2,42868204,42868591,HAAO,4847
chr2,42869330,42870276,HAAO,3441
chr2,42875252,42875896,HAAO,2330
chr2,42889603,42890261,AC098824.5,10577
chr2,43147314,43147921,U6,24518
chr2,43330070,43330695,AC010883.8,22399
chr2,43354054,43354876,AC010883.8,46482
chr2,43357119,43357707,AC010883.8,49430
chr2,43822007,43822704,DYNC2LI1,32336
chr2,44066521,44067454,LRPPRC,9660
chr2,44184379,44184827,AC019129.1,37807
chr2,44987379,44988020,SIX3,34841
chr2,45039592,45040318,SIX3,17415
chr2,46423135,46423678,EPAS1,45340
chr2,46823810,46824763,SOCS5,44684
chr2,46883379,46883737,AC016722.1,13767
chr2,46883824,46884163,AC016722.1,13332
chr2,47020075,47020638,MCFD2,2141
chr2,47037689,47038246,MCFD2,15470
chr2,47051449,47052117,MCFD2,29286
chr2,47745554,47746305,AC079250.1,25959
chr2,48499167,48499799,KLRAQ1,21928
chr2,48581267,48582105,U6,980
chr2,53601246,53601911,AC069157.1,34657
chr2,54069387,54069943,PSME4,18185
chr2,54069945,54070888,PSME4,18936
chr2,54655119,54655814,RPL23AP32,45483
chr2,54985410,54986281,AC013414.7,23276
chr2,60798314,60798874,AC012498.10-3,1688
chr2,60798876,60799314,AC012498.10-3,1187
chr2,62009353,62009951,AC107081.5,322
chr2,62031219,62031885,AC107081.5,22222
chr2,64688425,64688807,AC008074.3,29086
chr2,64902035,64902914,SRP_euk_arch,4459
chr2,64987437,64987913,AC007386.3-1,100
chr2,64987915,64988391,AC007386.3-1,378
chr2,65055866,65056849,SLC1A4,13740
chr2,65468668,65469304,SPRED2,43828
chr2,70025408,70026057,AC079811.6,10548
chr2,70057164,70057995,ASPRV1,14679
chr2,70058979,70059904,ASPRV1,16541
chr2,70074048,70074640,ASPRV1,31444
chr2,70078195,70079039,ASPRV1,35717
